Protein1,Protein2,Score,Experimental System Type
RFC4,CHTF8,985,physical
GRB2,ERBB4,985,physical
GRB2,PDGFRB,985,physical
GRB2,SH2B1,985,physical
MKS1,B9D1,985,physical
EME1,SLX4,985,physical
CBX1,COMMD3-BMI1,985,physical
CBX1,BMI1,985,physical
G3BP1,RASA1,985,physical
PPP2R2B,PPP2R1A,985,physical
PPP2R2B,PPP2CA,985,physical
GTF2F1,POLR2I,985,physical
GTF2F1,TAF7,985,physical
GTF2F1,GTF2H5,985,physical
CDC23,BUB1B,985,physical
CRCP,POLR3F,985,physical
TNRC6A,PABPC1,985,physical
CENPK,CENPT,985,physical
ILK,LIMS2,985,physical
ILK,TLN1,985,physical
CSNK1E,PER2,985,physical
SLC38A9,RRAGC,985,physical
SMU1,SART1,985,physical
SMU1,EFTUD2,985,physical
CAPN3,TTN,985,physical
INS,IGFBP7,985,physical
SH3KBP1,BLNK,985,physical
GRIP1,GRIA2,985,physical
BCL2,BID,985,physical
BCL2,HRK,985,physical
UBE2D2,UBC,985,physical
ATP5F1A,ATP5MG,985,physical
SEC24A,SEC24D,985,physical
SEH1L,AAAS,985,physical
EIF4G3,EIF4E2,985,physical
JAM2,TJP1,985,physical
CECR2,SMARCA5,985,physical
GP5,GP9,985,physical
SNU13,SNRPE,985,physical
SNU13,PHF5A,985,physical
SNU13,SF3A1,985,physical
SNU13,LSM4,985,physical
SNU13,SF3A2,985,physical
SNU13,LSM8,985,physical
SNU13,ZMAT2,985,physical
SNU13,SF3B2,985,physical
SNU13,SF3A3,985,physical
SNU13,SF3B1,985,physical
SNU13,SNRPA1,985,physical
SNU13,LSM2,985,physical
SNU13,SF3B3,985,physical
SNU13,SNRPD1,985,physical
SNU13,SNRPG,985,physical
SNU13,SF3B5,985,physical
SNU13,PRPF8,985,physical
NCOR2,RXRA,985,physical
PAPOLB,ZCCHC7,985,physical
ESRRA,PPARGC1B,985,physical
MRPS12,MRPS27,985,physical
MRPS12,MRPS21,985,physical
MRPS12,MRPS22,985,physical
MRPS12,MRPS33,985,physical
MRPS12,MRPS18B,985,physical
F11,KNG1,985,physical
NCOA1,NR1H4,985,physical
NCOA1,KAT2B,985,physical
CD8A,B2M,985,physical
PBRM1,HIST2H3D,985,physical
PBRM1,H3F3C,985,physical
PBRM1,H3-3B,985,physical
PBRM1,H3-2,985,physical
CXCR4,CXCL9,985,physical
CXCR4,CXCL11,985,physical
RBM4,EIF4E2,985,physical
CWC22,SYF2,985,physical
CWC22,SNRPE,985,physical
CWC22,DHX8,985,physical
CWC22,PHF5A,985,physical
CWC22,SNRPD2,985,physical
CWC22,SF3A1,985,physical
CWC22,SF3B2,985,physical
CWC22,SF3B4,985,physical
CWC22,SF3A3,985,physical
CWC22,SF3A2,985,physical
CWC22,RBMX2,985,physical
CWC22,SNRPG,985,physical
CWC22,SF3B5,985,physical
CWC22,SNRPF,985,physical
CWC22,SNRPD1,985,physical
CWC22,SF3B3,985,physical
AGFG1,VAMP7,985,physical
ATP5PF,ATP5F1C,985,physical
TMEM67,B9D1,985,physical
PSMC2,PSMA7,985,physical
INO80C,INO80B,985,physical
CYLD,TRADD,985,physical
EFTUD2,CWC27,985,physical
EFTUD2,DDX23,985,physical
EFTUD2,SMU1,985,physical
EFTUD2,RBMX2,985,physical
EFTUD2,PHF5A,985,physical
EFTUD2,RNF113A,985,physical
EFTUD2,BUD13,985,physical
TRAPPC2,TRAPPC2L,985,physical
NANOS1,CNOT1,985,physical
FGFR1,FGF7,985,physical
EPS15L1,EPS15,985,physical
KIF5C,KLC1,985,physical
SNRPG,PPIL1,985,physical
SNRPG,CWC22,985,physical
SNRPG,DHX16,985,physical
SNRPG,SNIP1,985,physical
SNRPG,RNF113A,985,physical
SNRPG,BUD13,985,physical
SNRPG,SNU13,985,physical
SNRPG,BCAS2,985,physical
SNRPG,RBMX2,985,physical
SNRPG,SRRM2,985,physical
SNRPG,LSM7,985,physical
SNRPG,DHX8,985,physical
SNRPG,CWC27,985,physical
SNRPG,ZMAT2,985,physical
SNRPG,SNRNP40,985,physical
MECP2,RCOR1,985,physical
ACTL6A,BCL7A,985,physical
TAF6,TRRAP,985,physical
SNRPE,CWC27,985,physical
SNRPE,DHX8,985,physical
SNRPE,ZMAT2,985,physical
SNRPE,SRRM2,985,physical
SNRPE,RBMX2,985,physical
SNRPE,PHF5A,985,physical
SNRPE,SNU13,985,physical
SNRPE,SNIP1,985,physical
SNRPE,RNF113A,985,physical
SNRPE,BUD13,985,physical
SNRPE,PPIL1,985,physical
SNRPE,CWC22,985,physical
GINS3,MCM4,985,physical
VPS53,VPS50,985,physical
MAVS,TRAF2,985,physical
MAVS,DHX33,985,physical
MAVS,STING1,985,physical
FAM126A,TTC7B,985,physical
CC2D2A,TCTN2,985,physical
ARRB2,SMO,985,physical
PRICKLE4,VANGL2,985,physical
CDC45,TOPBP1,985,physical
RXFP1,RLN2,985,physical
CHTF8,RFC4,985,physical
LSM5,SNRPA1,985,physical
LSM5,ZMAT2,985,physical
LSM5,SF3A2,985,physical
LSM5,PHF5A,985,physical
LSM5,SNIP1,985,physical
LSM5,DDX23,985,physical
LSM5,SF3A1,985,physical
LSM5,SF3B5,985,physical
LSM5,SF3B1,985,physical
LSM5,SF3A3,985,physical
LSM5,SNRPD1,985,physical
LSM5,SF3B2,985,physical
LSM5,SF3B4,985,physical
ISY1,CWC25,985,physical
SNRPB,BUD13,985,physical
CUL2,LRR1,985,physical
DNAJB11,HSP90B1,985,physical
DCTN4,ACTR1B,985,physical
KLC1,KIF5C,985,physical
CBFB,RNF7,985,physical
ICAM2,RDX,985,physical
LARP4,PABPC1,985,physical
POLR2H,SUPT5H,985,physical
DDX46,SF3A3,985,physical
DHX36,DDX1,985,physical
VAPB,ACBD5,985,physical
ATP6V1F,ATP6AP2,985,physical
PPP2R5D,PPP2R1A,985,physical
MRPS22,MRPS12,985,physical
MRPS22,MRPS21,985,physical
MRPS22,MRPS14,985,physical
MRPS22,MRPS7,985,physical
MRPS22,MRPS33,985,physical
MRPS22,MRPS10,985,physical
IRF5,TRAF6,985,physical
NDUFA3,NDUFB1,985,physical
PPP2CA,PPP2R2B,985,physical
PSMD6,USP14,985,physical
RYBP,YAF2,985,physical
RXRA,NCOR2,985,physical
MRPS14,MRPS21,985,physical
MRPS14,MRPS22,985,physical
XRCC4,APLF,985,physical
GTF2H2C_2,GTF2H2,985,physical
WDR36,DCAF13,985,physical
WDR36,WDR46,985,physical
PLRG1,PPIL1,985,physical
PLRG1,SNRNP40,985,physical
DROSHA,FUS,985,physical
ANAPC4,UBE2C,985,physical
ANAPC4,UBE2S,985,physical
RACK1,RPL21,985,physical
RACK1,RPL27,985,physical
MRPS27,MRPS12,985,physical
MRPS27,MRPS24,985,physical
MRPS27,PTCD3,985,physical
SDCBP,CD63,985,physical
RPL26L1,RPL26,985,physical
SEC24B,SEC16A,985,physical
UNC13A,CALM1,985,physical
ATP6V1C1,ATP6V0D1,985,physical
TRHR,TRH,985,physical
MRPL22,MRPL17,985,physical
JAK3,IL9,985,physical
CASP1,CARD8,985,physical
EMSY,BRCA2,985,physical
TRAF6,TRAF2,985,physical
TRAF6,IRF5,985,physical
BANF1,LMNA,985,physical
HSPA8,DNAJC5,985,physical
BCORL1,PCGF1,985,physical
HIF1A,HIF1AN,985,physical
MED24,MED31,985,physical
MED24,MED26,985,physical
MED24,MED8,985,physical
MED24,MED6,985,physical
MED24,MED22,985,physical
MED24,MED4,985,physical
MED24,MED11,985,physical
MED24,MED9,985,physical
MED24,MED25,985,physical
MED24,MED20,985,physical
MED24,MED19,985,physical
MED24,MED7,985,physical
CHD4,GATAD2B,985,physical
UBC,RBCK1,985,physical
UBC,RNF31,985,physical
UBC,UCHL3,985,physical
UBC,UCHL1,985,physical
UBC,UBE2D2,985,physical
UBC,UBE2D1,985,physical
DAG1,EGFLAM,985,physical
ZCCHC7,PAPOLB,985,physical
ZCCHC7,PAPOLA,985,physical
SUDS3,SIN3B,985,physical
GTF2H3,GTF2A1,985,physical
NELFA,NELFE,985,physical
BCL7A,ARID1A,985,physical
BCL7A,ACTL6A,985,physical
BCL7A,SMARCB1,985,physical
NR1H4,NCOA1,985,physical
RAB3IP,BBS1,985,physical
CD63,SDCBP,985,physical
RPLP0,RPL12,985,physical
RNASEK,ATP6AP2,985,physical
SERPINA3,KLK3,985,physical
AKT1,NCF2,985,physical
GTF2A1,ERCC3,985,physical
GTF2A1,GTF2H3,985,physical
GTF2A1,GTF2H2,985,physical
APBA2,APP,985,physical
TLN2,PXN,985,physical
AP5B1,AP5M1,985,physical
TBL3,MPHOSPH10,985,physical
RNPS1,SRRM1,985,physical
TRAPPC2L,TRAPPC2,985,physical
CENPT,CENPK,985,physical
MLST8,TELO2,985,physical
PRPF8,RBMX2,985,physical
PRPF8,SF3B5,985,physical
PRPF8,PHF5A,985,physical
PRPF8,SNU13,985,physical
MRPS21,MRPS12,985,physical
MRPS21,MRPS14,985,physical
MRPS21,MRPS7,985,physical
MRPS21,MRPS28,985,physical
MRPS21,MRPS33,985,physical
MRPS21,MRPS10,985,physical
MRPS21,MRPS16,985,physical
MRPS21,MRPS5,985,physical
MRPS21,MRPS22,985,physical
TXNIP,DDIT4,985,physical
RBM8A,SNRNP200,985,physical
SEC22B,SEC23A,985,physical
RPL26,RPL26L1,985,physical
CENPX,FANCC,985,physical
CENPX,FANCE,985,physical
RPL27,RACK1,985,physical
ELANE,PRTN3,985,physical
RAD23A,ATXN3,985,physical
TTN,CAPN3,985,physical
LSM4,SNIP1,985,physical
LSM4,SF3B5,985,physical
LSM4,PHF5A,985,physical
LSM4,DDX23,985,physical
LSM4,SNU13,985,physical
LSM4,SF3B4,985,physical
LSM4,SF3B2,985,physical
PRICKLE3,VANGL2,985,physical
SUPT5H,POLR2H,985,physical
FKBP8,HSP90AA1,985,physical
RUVBL2,CTNNB1,985,physical
RUVBL2,ACTB,985,physical
RUVBL2,BRD8,985,physical
COMMD3-BMI1,PCGF2,985,physical
COMMD3-BMI1,CBX7,985,physical
COMMD3-BMI1,CBX1,985,physical
CWC15,SNRNP40,985,physical
GTF2H5,GTF2F1,985,physical
H2BC11,H2AC8,985,physical
CWC25,ISY1,985,physical
CWC25,ISY1,985,physical
CRY2,FBXL3,985,physical
ADRM1,RPS27A,985,physical
ADRM1,PSMD1,985,physical
TRAPPC3,TRAPPC8,985,physical
EPHA5,EFNA5,985,physical
CYFIP1,WASF3,985,physical
CCNA2,CKS1B,985,physical
MED6,MED24,985,physical
PCGF2,COMMD3-BMI1,985,physical
MED22,MED24,985,physical
NDUFB1,NDUFA3,985,physical
NDUFB1,NDUFB8,985,physical
NDUFB1,MT-ND3,985,physical
NDUFB1,NDUFS4,985,physical
NDUFB1,NDUFV1,985,physical
NDUFB1,MT-ND5,985,physical
NDUFB1,NDUFA10,985,physical
NDUFB1,NDUFA12,985,physical
NDUFB1,NDUFS8,985,physical
PHF19,JARID2,985,physical
ATP6AP2,RNASEK,985,physical
ATP6AP2,ATP6V1F,985,physical
SCN2A,CALM1,985,physical
KNG1,F11,985,physical
TMIE,LHFPL5,985,physical
ACTB,RUVBL2,985,physical
CASK,LIN7B,985,physical
CTNNB1,FOXM1,985,physical
CTNNB1,PKM,985,physical
CTNNB1,RUVBL2,985,physical
SYNGAP1,DLG4,985,physical
RDX,ICAM2,985,physical
ATXN3,RAD23A,985,physical
TRIM16,LGALS3,985,physical
AGK,TIMM22,985,physical
NDUFV1,NDUFB1,985,physical
DLG4,SYNGAP1,985,physical
B2M,CD8A,985,physical
LHFPL5,TMIE,985,physical
STING1,MAVS,985,physical
IL31RA,IL31,985,physical
MED19,MED23,985,physical
MED19,MED24,985,physical
MED19,MED25,985,physical
MED19,MED4,985,physical
SNX6,SNX32,985,physical
CARD8,PYCARD,985,physical
CARD8,CASP1,985,physical
H3-2,HIST2H2AC,985,physical
H3-2,PBRM1,985,physical
CX3CL1,CXCR1,984,physical
PPP5C,HSP90AA1,984,physical
MRPS35,MRPS34,984,physical
DERL2,SEL1L,984,physical
MRPS34,MRPS9,984,physical
MRPS34,MRPS35,984,physical
MRPS34,MRPS24,984,physical
RBM22,SRRM2,984,physical
UNC13D,RAB27A,984,physical
AAAS,NDC1,984,physical
VCL,RAVER1,984,physical
VCL,ZYX,984,physical
PSMD8,PSMA1,984,physical
CDC34,SKP1,984,physical
SNAP29,STX4,984,physical
SNRPD3,BUD13,984,physical
SNRPD3,RNF113A,984,physical
SNRPD3,DHX16,984,physical
SNRPD3,CWC22,984,physical
SNRPD3,RBMX2,984,physical
SNRPD3,SYF2,984,physical
SNRPD3,PPIE,984,physical
MAPK1,STAT3,984,physical
MCM5,GINS4,984,physical
CBX7,PCGF2,984,physical
RBX1,CDKN1B,984,physical
PHF5A,TXNL4A,984,physical
PHF5A,LSM3,984,physical
PHF5A,SRRM2,984,physical
ATP6V1D,RNASEK,984,physical
ATP6V1D,ATP6V0A1,984,physical
RIN3,BIN1,984,physical
AURKA,TACC3,984,physical
CHMP4B,CHMP3,984,physical
CCL22,CCR3,984,physical
PSMD7,USP14,984,physical
STUB1,UBE2V1,984,physical
AGO2,EIF4E,984,physical
AGO2,NPM1,984,physical
SF3A2,TXNL4A,984,physical
RPL18A,RACK1,984,physical
RPL18A,RPL21,984,physical
GSK3A,CSNK1A1,984,physical
PON1,CLU,984,physical
HGF,IL7,984,physical
WASL,NPHS1,984,physical
RPA3,STN1,984,physical
PSMA2,PSMD2,984,physical
CHMP5,CHMP3,984,physical
STN1,RPA3,984,physical
MPO,ELANE,984,physical
P2RX5,P2RX3,984,physical
MED31,MED29,984,physical
GLI1,KIF7,984,physical
CDKN1B,RBX1,984,physical
KRR1,RPS9,984,physical
KRR1,WDR36,984,physical
COX6A1,COX7B,984,physical
BYSL,RPS16,984,physical
BYSL,RIOK2,984,physical
SKP1,CDC34,984,physical
NUP155,NUP153,984,physical
NPRL2,SEH1L,984,physical
SYF2,SNRPD3,984,physical
SYF2,ISY1,984,physical
SYF2,SNRPB2,984,physical
GSTM2,GSTM3,984,physical
ACVR2A,GDF11,984,physical
PLCG1,SYK,984,physical
IL9R,IL9,984,physical
MPHOSPH10,NOL10,984,physical
MPHOSPH10,WDR36,984,physical
MPHOSPH10,SNU13,984,physical
H4C9,H2BC14,984,physical
H4C9,KDM4A,984,physical
H4C9,HIST1H2AC,984,physical
C3,CFHR1,984,physical
SNRPB2,RNF113A,984,physical
SNRPB2,SNIP1,984,physical
SNRPB2,BUD13,984,physical
SNRPB2,CWC22,984,physical
SNRPB2,LSM6,984,physical
SNRPB2,SNU13,984,physical
SNRPB2,RBMX2,984,physical
SNRPB2,LSM2,984,physical
SNRPB2,LSM5,984,physical
SNRPB2,CWC27,984,physical
SNRPB2,LSM8,984,physical
SNRPB2,SYF2,984,physical
SNRPB2,ZMAT2,984,physical
SNRPB2,LSM7,984,physical
CCR7,CCL20,984,physical
TUBA4A,TUBB,984,physical
TUBA4A,TUBB4B,984,physical
LSM8,USP39,984,physical
LSM8,SNRPB2,984,physical
SLX1B,ERCC4,984,physical
DHX58,IFIH1,984,physical
TSG101,STAM,984,physical
LSM7,SNRPB2,984,physical
ATP6V1E1,ATP6V0B,984,physical
RBSN,EHD3,984,physical
SNRPA1,TXNL4A,984,physical
BRD8,KAT5,984,physical
BRD8,MEAF6,984,physical
SBF2,MTMR2,984,physical
TUT4,LIN28A,984,physical
PRPF38A,UBL5,984,physical
PRPF38A,SNIP1,984,physical
LMO2,LDB2,984,physical
NAT10,NOL10,984,physical
GDF11,ACVR2A,984,physical
TMEM231,B9D1,984,physical
COX5B,COX7A1,984,physical
EDAR,EDARADD,984,physical
MRPS9,MRPS26,984,physical
MRPS9,MRPS34,984,physical
MED4,MED25,984,physical
MED4,MED23,984,physical
IMP4,UTP20,984,physical
RPL35,RPL27,984,physical
MRPS18B,MRPS26,984,physical
BUD13,SRRM2,984,physical
BUD13,SNRPD3,984,physical
BUD13,SNRPB2,984,physical
IFT172,IFT46,984,physical
ARL3,UNC119B,984,physical
PSMC1,PSMA7,984,physical
B9D1,TMEM231,984,physical
USP14,PSMD7,984,physical
UTP20,NOP58,984,physical
UTP20,IMP4,984,physical
UTP6,UTP14A,984,physical
CSNK1A1,GSK3A,984,physical
ANAPC5,UBE2S,984,physical
CCNT1,CCNT2,984,physical
SMARCD3,PBRM1,984,physical
VMP1,BECN1,984,physical
ATP4A,ATP4B,984,physical
PHLPP1,PHLPP2,984,physical
XRCC1,NEIL2,984,physical
XRCC1,APLF,984,physical
ARPC1A,ARPC1B,984,physical
EPC1,KAT5,984,physical
SMG6,SMG7,984,physical
CAPZA1,ACTR1A,984,physical
MED15,MED12,984,physical
P2RX3,P2RX5,984,physical
IL1A,MYD88,984,physical
CD81,CLDN1,984,physical
SNRNP40,DDX23,984,physical
SNRNP40,TXNL4A,984,physical
KAT2B,TAF6L,984,physical
KAT2B,SUPT3H,984,physical
KAT2B,TADA1,984,physical
KAT2B,TAF6,984,physical
IL7,HGF,984,physical
CHMP3,CHMP4B,984,physical
CHMP3,CHMP5,984,physical
IFT46,IFT172,984,physical
CCNT2,CCNT1,984,physical
NOP58,UTP20,984,physical
NOP58,NOL6,984,physical
FGF2,FGFBP1,984,physical
UBE2S,ANAPC7,984,physical
UBE2S,ANAPC1,984,physical
UBE2S,ANAPC5,984,physical
UBE2S,CDC16,984,physical
UBE2S,ANAPC10,984,physical
ATP6V0A1,ATP6V1D,984,physical
STAT3,MAPK1,984,physical
ICAM1,MSN,984,physical
XRN1,LSM1,984,physical
EGF,AREG,984,physical
EXOSC7,DIS3L,984,physical
TARBP2,TNRC6A,984,physical
TARBP2,PRKRA,984,physical
PXN,ITGA4,984,physical
MFAP1,UBL5,984,physical
IQGAP1,CALML3,984,physical
TP53,DNMT1,984,physical
CBX4,CBX6,984,physical
ERBB2,SRC,984,physical
TXNL4A,ZMAT2,984,physical
TXNL4A,SNRPA1,984,physical
TXNL4A,SNRNP40,984,physical
TXNL4A,SF3A2,984,physical
TXNL4A,PHF5A,984,physical
TXNL4A,LSM5,984,physical
TXNL4A,SF3B5,984,physical
TXNL4A,LSM2,984,physical
TXNL4A,SNRPD1,984,physical
TXNL4A,SF3A3,984,physical
TXNL4A,SF3B3,984,physical
TXNL4A,SNU13,984,physical
TXNL4A,SF3B2,984,physical
TXNL4A,SF3B4,984,physical
SF3B4,LSM3,984,physical
SF3B4,TXNL4A,984,physical
DYNC1LI1,DYNC1I1,984,physical
ATP6V1A,ATP6AP2,984,physical
ATP6V1A,RNASEK,984,physical
ISY1,CDC5L,984,physical
ISY1,CWC22,984,physical
ISY1,SYF2,984,physical
ISY1,SNW1,984,physical
CENPC,CENPI,984,physical
IL9,IL9R,984,physical
FGF18,FGFR1,984,physical
ZMAT2,SNRPB2,984,physical
ZMAT2,TXNL4A,984,physical
ATP6V1B2,ATP6V0D2,984,physical
GINS4,MCM5,984,physical
ATM,KAT5,984,physical
GPHA2,GPHB5,984,physical
ANK3,SCN5A,984,physical
SCLT1,FBF1,984,physical
MED13L,CDK19,984,physical
GEMIN6,GEMIN4,984,physical
CENPH,CENPA,984,physical
RIOK2,BYSL,984,physical
TRAPPC8,TRAPPC2L,984,physical
GTF2E1,GTF2H5,984,physical
GTF2E1,TAF1,984,physical
NEIL2,XRCC1,984,physical
NEIL2,KEAP1,984,physical
ATP6V0D2,ATP6V1B2,984,physical
DEPTOR,TTI1,984,physical
MRPL17,MRPL19,984,physical
ATP5PO,MT-ATP8,984,physical
CALM1,KCNQ2,984,physical
AIRE,H3C8,984,physical
CCR5,CCL20,984,physical
ATP5MF,ATP5F1A,984,physical
POLR2J,SUPT5H,984,physical
COX7A1,COX5B,984,physical
EIF4A1,PAIP1,984,physical
WDR24,NPRL3,984,physical
TAF6L,KAT2B,984,physical
CLDN1,TJP2,984,physical
CLDN1,CD81,984,physical
CXCR1,CX3CL1,984,physical
SNIP1,LSM3,984,physical
SNIP1,PRPF38A,984,physical
SNIP1,SNRPB2,984,physical
LSM6,SNRPB2,984,physical
NPM1,AGO2,984,physical
COL1A2,COL5A2,984,physical
MED30,MED24,984,physical
MED30,MED19,984,physical
DCAF13,RPS7,984,physical
NOL6,NOP58,984,physical
JAM3,JAM2,984,physical
HIF1AN,TNKS2,984,physical
HSP90B1,PPIB,984,physical
HSP90B1,OS9,984,physical
PPIB,HSP90B1,984,physical
SNRPD1,TXNL4A,984,physical
SRRM2,SF3B5,984,physical
SRRM2,RBMX2,984,physical
SRRM2,CWC15,984,physical
SRRM2,XAB2,984,physical
SRRM2,RBM22,984,physical
SRRM2,CWC27,984,physical
SRRM2,BUD13,984,physical
SRRM2,PHF5A,984,physical
DDB1,DCAF7,984,physical
LSM3,PHF5A,984,physical
LSM3,SNIP1,984,physical
LSM3,SF3B4,984,physical
LSM3,SF3B5,984,physical
PAIP1,EIF4A1,984,physical
HSPA4,CD40,984,physical
TMED10,APH1A,984,physical
H2AC8,CENPA,984,physical
RNF139,HM13,984,physical
NLGN2,DLG4,984,physical
HOMER2,HOMER3,984,physical
SF3B3,TXNL4A,984,physical
BRD3,BRD2,984,physical
ITPR1,MRVI1,984,physical
KCNK3,KCNK9,984,physical
MRPL13,MRPL47,984,physical
LDB2,LMO2,984,physical
MRPL4,MRPL20,984,physical
APLF,XRCC1,984,physical
MCM7,MCM8,984,physical
TERT,CTNNB1,984,physical
PSMD2,PSMA2,984,physical
ERCC4,SLX1B,984,physical
LSM1,XRN1,984,physical
DDX23,SNRNP40,984,physical
DDX23,LSM2,984,physical
RPL4,RPL7A,984,physical
PRG2,PAPPA,984,physical
IFT80,IFT74,984,physical
USP39,LSM8,984,physical
ATAD5,RFC4,984,physical
CFHR1,C3,984,physical
CLU,PON1,984,physical
CALML3,IQGAP1,984,physical
TLN1,FLNC,984,physical
TLN1,FLNA,984,physical
TLN1,FLNB,984,physical
UBE2N,TRIM5,984,physical
BIN1,RIN3,984,physical
MRPS11,AURKAIP1,984,physical
MRPS11,MRPS24,984,physical
STX4,SNAP29,984,physical
COX5A,NDUFA4,984,physical
BLOC1S4,BLOC1S6,984,physical
MRPS24,MRPS15,984,physical
MRPS24,MRPS34,984,physical
MRPS24,MRPS11,984,physical
OS9,HSP90B1,984,physical
PRKRA,TARBP2,984,physical
RUVBL1,ACTB,984,physical
RPS15A,RACK1,984,physical
SF3B2,TXNL4A,984,physical
DYNC1I1,DYNC1LI1,984,physical
MRPS23,MRPS6,984,physical
IFT22,TTC30B,984,physical
GEMIN4,GEMIN6,984,physical
DIS3L,EXOSC7,984,physical
ZYX,VCL,984,physical
MED16,CDK8,984,physical
TACC3,AURKA,984,physical
MED25,MED4,984,physical
EHD3,RBSN,984,physical
FLNC,TLN2,984,physical
FLNC,TLN1,984,physical
BGN,TLR4,984,physical
DNMT3B,HDAC2,984,physical
SCN5A,ANK3,984,physical
ATP6V0C,RNASEK,984,physical
MAPK8IP2,MAP2K7,984,physical
PAPPA,PRG2,984,physical
NDUFA12,NDUFA4,984,physical
ATP4B,ATP4A,984,physical
EDARADD,EDAR,984,physical
HSP90AA1,NLRP3,984,physical
HSP90AA1,PPP5C,984,physical
TRAPPC11,TRAPPC13,984,physical
CENPA,H2AC8,984,physical
CENPA,CENPH,984,physical
CENPA,CENPI,984,physical
SEL1L,DERL2,984,physical
NLRP3,HSP90AA1,984,physical
SUV39H1,MECP2,984,physical
SEC23B,SEC13,984,physical
TUBB,TUBA1A,984,physical
TUBB,TUBA4A,984,physical
RBMX2,SRRM2,984,physical
RBMX2,SNRPB2,984,physical
RBMX2,SNRPD3,984,physical
ANAPC1,UBE2S,984,physical
NDUFA4,NDUFA12,984,physical
NDUFA4,COX5A,984,physical
UBE2V1,STUB1,984,physical
KAT5,EPC1,984,physical
KAT5,BRD8,984,physical
KAT5,ATM,984,physical
GTF2F2,POLR2A,984,physical
MRPL20,MRPL4,984,physical
JARID2,RBBP7,984,physical
TUBB4B,TUBA4A,984,physical
SEPTIN6,SEPTIN5,984,physical
AURKAIP1,MRPS21,984,physical
AURKAIP1,MRPS11,984,physical
AURKAIP1,MRPS27,984,physical
SMARCA4,SMARCD2,984,physical
CLUAP1,IFT20,984,physical
UNC119B,ARL3,984,physical
HMGB1,BECN1,984,physical
GATA2,LDB1,984,physical
MTMR2,SBF2,984,physical
RPL21,RPL9P9,984,physical
RPL21,RPL18A,984,physical
RPS3A,RPL27,984,physical
PRKAA1,PRKAA2,984,physical
IPO4,H3C8,984,physical
FYN,SH2D1A,984,physical
PES1,EBNA1BP2,984,physical
POLR3H,POLR2E,984,physical
TNFRSF14,CD160,984,physical
ERCC6,POLR2A,984,physical
UVRAG,AMBRA1,984,physical
CDC16,UBE2S,984,physical
ATP5F1C,MT-ATP8,984,physical
SIAH1,GAPDH,984,physical
XAB2,SRRM2,984,physical
PSMB10,PSMB11,984,physical
UBL5,MFAP1,984,physical
UBL5,PRPF38A,984,physical
NLGN3,DLG4,984,physical
CCL20,CCR5,984,physical
CCL20,CCR7,984,physical
KCNQ2,CALM1,984,physical
KIRREL1,CD2AP,984,physical
H3C8,IPO4,984,physical
H3C8,AIRE,984,physical
CD2AP,KIRREL1,984,physical
XRCC2,XRCC3,984,physical
DNMT1,TP53,984,physical
TRRAP,MRGBP,984,physical
DDA1,DCAF1,984,physical
MSN,ICAM1,984,physical
GSTM3,GSTM2,984,physical
ZNF830,PPIE,984,physical
MT-ND6,NDUFAB1,984,physical
MT-ND4L,NDUFAB1,984,physical
BECN1,HMGB1,984,physical
BECN1,VMP1,984,physical
MT-ATP8,ATP5PO,984,physical
MT-ATP8,ATP5F1C,984,physical
UTRN,DAG1,984,physical
SF3B5,TXNL4A,984,physical
SF3B5,LSM3,984,physical
SF3B5,SRRM2,984,physical
TADA1,KAT2B,984,physical
VANGL2,DVL1,984,physical
MED23,MED4,984,physical
AIM2,NAIP,984,physical
CDK19,MED13L,984,physical
APH1A,TMED10,984,physical
CD160,TNFRSF14,984,physical
POLR3GL,POLR3F,984,physical
SIKE1,SLMAP,984,physical
BCAS2,SNRPB,984,physical
FLNA,TLN1,984,physical
FLNA,TLN2,984,physical
ACTR1A,CAPZA1,984,physical
BTRC,UBE2D2,984,physical
BLOC1S2,BLOC1S5,984,physical
MRGBP,TRRAP,984,physical
PSMA7,PSMC1,984,physical
SH2D1A,FYN,984,physical
PRKAA2,PRKAA1,984,physical
NDC1,AAAS,984,physical
RNF113A,SNRPD3,984,physical
RNF113A,SNRPB2,984,physical
SUPT3H,KAT2B,984,physical
CDC5L,HSPA8,984,physical
CDC5L,ISY1,984,physical
UBE2A,RNF20,984,physical
TNKS2,HIF1AN,984,physical
AMOT,YAP1,984,physical
RPL7A,RPL4,984,physical
RPL7A,RPS25,984,physical
RPL7A,RPS29,984,physical
RALGDS,LRPAP1,984,physical
CD40,HSPA4,984,physical
KDM4A,H4C9,984,physical
DNTTIP1,HDAC1,984,physical
PPIE,PRPF8,984,physical
PPIE,SNRPD3,984,physical
PPIE,ZNF830,984,physical
CENPI,CENPC,984,physical
CENPI,CENPA,984,physical
SYTL4,RAB27A,984,physical
SF3A3,TXNL4A,984,physical
MEAF6,BRD1,984,physical
MEAF6,BRD8,984,physical
MRPS15,MRPS24,984,physical
TRAF3IP1,IFT74,984,physical
TTI1,DEPTOR,984,physical
HDAC1,DNTTIP1,984,physical
SRC,ERBB2,984,physical
SRC,CTTN,984,physical
SRSF3,YTHDC1,984,physical
TLR4,BGN,984,physical
MED12,MED15,984,physical
LIN28A,TUT4,984,physical
COL5A2,COL1A2,984,physical
NCBP1,ALYREF,984,physical
LSM2,SNRPB2,984,physical
LSM2,TXNL4A,984,physical
LSM2,DDX23,984,physical
SYK,PLCG1,984,physical
FLOT1,FLOT2,984,physical
