gene1,gene2
APELA,DOCK1
APELA,EDDM13
APELA,EXOC1L
APELA,EZHIP
APELA,FAM240A
APELA,FOXD1
APELA,FTCDNL1
APELA,GLYATL1B
APELA,GMCL2
APELA,GPHB5
APELA,GSG1L2
APELA,GVQW3
APELA,HIPK2
APELA,INAFM2
APELA,ITIH5
APELA,KRBA1
APELA,KRTAP1-3
APELA,KRTAP20-4
APELA,LOC112267897
APELA,LOC730098
APELA,LRRC9
APELA,MAPK8IP2
APELA,MEIOSIN
APELA,MISP3
APELA,MYMX
APELA,MYORG
APELA,NBDY
APELA,NEURL3
APELA,NFILZ
APELA,NPIPB11
APELA,NR2E3
APELA,OR14K1
APELA,OR2J1
APELA,OR4C5
APELA,OR51F1
APELA,OR56A5
APELA,P3R3URF
APELA,PADI6
APELA,PAPOLB
APELA,PCNX4
APELA,PLA2G2C
APELA,PLCXD1
APELA,PLET1
APELA,PRR36
APELA,PRSS41
APELA,RHBG
APELA,RIBC2
APELA,RNF187
APELA,RYK
APELA,S100A7A
APELA,SBK3
APELA,SELENOF
APELA,SENP3
APELA,SH2B2
APELA,SMAD5
APELA,SMIM32
APELA,SMIM33
APELA,SUPT20HL1
APELA,SVOP
APELA,TDRD15
APELA,TERF1
APELA,TEX52
APELA,TMEM271
APELA,TMEM275
APELA,WNK2
APELA,ZNF516
APELA,ZNF678
APELA,ZNF888
APELA,ZSCAN12
APOL4,ASMT
APOL4,C4orf50
APOL4,CCDC196
APOL4,DUXB
APOL4,ERFE
APOL4,IQCM
APOL4,KRTAP6-3
APOL4,LOC112694756
APOL4,NLRP2B
APOL4,SCAMP1
APOL4,SMTNL1
APOL4,ZBED1
ARFRP1,SYS1
ARID2,PBRM1
ARIH2,CUL5
ARIH2,RNF7
ARIH2,UBE2F
ARMH3,PI4KB
ARPC2,ARPC4
ARPC3,ARPC4
ASDURF,DHRSX
ASDURF,EMG1
ASDURF,GRIFIN
ASDURF,KIAA2012
ASDURF,RECQL4
ASDURF,UHRF1
ASMT,ERFE
ASMT,IQCM
ASMT,MLXIP
ASMT,NLRP2B
ASMT,SCAMP1
ASMT,SH3RF3
ASMT,SPATA31C2
ASMT,ZNF723
ASMTL,ATP6V1FNB
ASMTL,BECN2
ASMTL,BTNL2
ASMTL,C11orf97
ASMTL,C13orf42
ASMTL,C20orf204
ASMTL,C2orf81
ASMTL,C2orf92
ASMTL,C3orf49
ASMTL,CCDC154
ASMTL,CCDC192
ASMTL,CD24
ASMTL,CEBPZOS
ASMTL,CLDN34
ASMTL,COPG2
ASMTL,COPZ2
ASMTL,CSF2RA
ASMTL,CSNKA2IP
ASMTL,CTXND1
ASMTL,CYFIP2
ASMTL,DCAF1
ASMTL,DCAF7
ASMTL,DCDC2C
ASMTL,DEXI
ASMTL,DGKK
ASMTL,DNAH17
ASMTL,DNAH8
ASMTL,DOCK1
ASMTL,DPP6
ASMTL,ERFL
ASMTL,ERICH2
ASMTL,EXOC1L
ASMTL,FOXD1
ASMTL,GLYATL1B
ASMTL,HSH2D
ASMTL,IQCA1L
ASMTL,KIZ
ASMTL,KLF18
ASMTL,KRBA1
ASMTL,KRBOX4
ASMTL,KRTAP1-3
ASMTL,LOC389895
ASMTL,LRRC9
ASMTL,LY6L
ASMTL,MALRD1
ASMTL,MAP3K15
ASMTL,MAP4K5
ASMTL,MGAM2
ASMTL,MS4A4E
ASMTL,MYMX
ASMTL,MYO15B
ASMTL,MYRFL
ASMTL,NAIP
ASMTL,NBDY
ASMTL,NCBP2AS2
ASMTL,NCBP2L
ASMTL,NPIPB11
ASMTL,NR2E3
ASMTL,OR14A2
ASMTL,OR2J1
ASMTL,OR51F1
ASMTL,OR56A5
ASMTL,OTOGL
ASMTL,OVCH1
ASMTL,P3R3URF
ASMTL,PAPOLB
ASMTL,PARG
ASMTL,PCNX4
ASMTL,PECAM1
ASMTL,PHACTR1
ASMTL,PIEZO2
ASMTL,PKD1L3
ASMTL,PLCXD1
ASMTL,PLET1
ASMTL,PRAMEF17
ASMTL,PRR36
ASMTL,PRSS41
ASMTL,PTPRQ
ASMTL,PYDC5
ASMTL,RAB44
ASMTL,RHBG
ASMTL,SEMA3B
ASMTL,SHANK2
ASMTL,SLC25A6
ASMTL,SMIM10L2B
ASMTL,SMIM26
ASMTL,SMIM33
ASMTL,SPADH
ASMTL,SPATA1
ASMTL,SPDYE3
ASMTL,SPON1
ASMTL,SVOP
ASMTL,TDRD15
ASMTL,TERF1
ASMTL,TMEM132C
ASMTL,TRIM64C
ASMTL,TTC6
ASMTL,UMAD1
ASMTL,VPS11
ASMTL,WDR64
ASMTL,XNDC1N
ASMTL,ZNF518A
ASMTL,ZNF678
ASMTL,ZNF738
ASMTL,ZSCAN12
ASMTL,ZSCAN26
ASXL2,C3orf49
ASXL2,CEBPZOS
ASXL2,COPG2
ASXL2,DCAF7
ASXL2,DCP1A
ASXL2,DNAH17
ASXL2,EDDM13
ASXL2,EIF2S3B
ASXL2,EXOC1L
ASXL2,FAM227A
ASXL2,FOXD1
ASXL2,GLYATL1B
ASXL2,GMCL2
ASXL2,GPHB5
ASXL2,HIPK2
ASXL2,HSH2D
ASXL2,JRK
ASXL2,KIAA0040
ASXL2,KLF18
ASXL2,KRTAP20-4
ASXL2,LOC112267897
ASXL2,LRRC9
ASXL2,LTBP4
ASXL2,LY6L
ASXL2,MAP3K14
ASXL2,MAP4K5
ASXL2,MYO15B
ASXL2,NCBP2L
ASXL2,NFILZ
ASXL2,OR4C5
ASXL2,PADI6
ASXL2,PAPOLB
ASXL2,PIEZO2
ASXL2,PRSS41
ASXL2,PYDC5
ASXL2,RHBG
ASXL2,RIOX1
ASXL2,RYK
ASXL2,S100A7A
ASXL2,SMIM31
ASXL2,SMIM32
ASXL2,SUPT20HL1
ASXL2,SVOP
ASXL2,TMEM271
ASXL2,TMEM275
ASXL2,TTC6
ASXL2,ZCCHC8
ASXL2,ZNF518A
ASXL2,ZNF678
ASXL2,ZSCAN12
ATF7IP,SETDB1
ATG101,ATG9A
ATG101,RB1CC1
ATG9A,RB1CC1
ATG9B,ATP6V1FNB
ATG9B,BECN2
ATG9B,BTNL2
ATG9B,C10orf143
ATG9B,C11orf97
ATG9B,C17orf113
ATG9B,C20orf204
ATG9B,CCDC154
ATG9B,CCDC192
ATG9B,CD207
ATG9B,CD24
ATG9B,CLDN34
ATG9B,CLEC19A
ATG9B,COL6A5
ATG9B,COPG2
ATG9B,DEXI
ATG9B,DNAH17
ATG9B,DOCK1
ATG9B,FAM240A
ATG9B,FOXD1
ATG9B,GLYATL1B
ATG9B,GSG1L2
ATG9B,IQCA1L
ATG9B,ITIH5
ATG9B,KIZ
ATG9B,KRBA1
ATG9B,LEUTX
ATG9B,LRRC74B
ATG9B,MEIOSIN
ATG9B,MISP3
ATG9B,MYMX
ATG9B,NPIPB11
ATG9B,OR14A2
ATG9B,OR4C5
ATG9B,OR51F1
ATG9B,P3R3URF
ATG9B,PHACTR1
ATG9B,PLET1
ATG9B,PPP1R2C
ATG9B,PRAMEF17
ATG9B,PRSS2
ATG9B,RAB44
ATG9B,RHBG
ATG9B,RIBC2
ATG9B,SDR42E2
ATG9B,SH2B2
ATG9B,SMAD5
ATG9B,SMIM23
ATG9B,SPADH
ATG9B,TDRD15
ATG9B,TERF1
ATG9B,TEX52
ATG9B,TMEM132C
ATG9B,TRIM64C
ATG9B,TVP23C
ATG9B,UBTFL1
ATG9B,USP17L7
ATG9B,ZNF738
ATG9B,ZSCAN26
ATIC,CAD
ATIC,CTPS1
ATIC,DHODH
ATIC,DLST
ATIC,FPGS
ATIC,GART
ATIC,GMPS
ATIC,IMPDH2
ATIC,MTHFD1
ATIC,NAMPT
ATIC,PAICS
ATIC,PFAS
ATIC,PPAT
ATIC,PPCDC
ATIC,RFK
ATIC,RPIA
ATIC,SDHA
ATIC,SDHB
ATIC,SDHC
ATIC,TFRC
ATIC,TKT
ATIC,UMPS
ATM,CHEK2
ATM,TP53
ATM,TP53BP1
ATMIN,DYNLL1
ATP5F1A,ATP5F1B
ATP5F1A,ATP5F1C
ATP5F1A,ATP5F1D
ATP5F1A,ATP5ME
ATP5F1A,ATP5MF
ATP5F1A,ATP5PB
ATP5F1A,ATP5PD
ATP5F1A,ATP5PF
ATP5F1A,DAP3
ATP5F1A,GATB
ATP5F1A,MRPL23
ATP5F1A,MRPL44
ATP5F1A,MRPL46
ATP5F1A,MRPL47
ATP5F1A,MRPS24
ATP5F1A,MTG2
ATP5F1A,NDUFA3
ATP5F1A,NDUFB7
ATP5F1A,NDUFB8
ATP5F1A,NDUFC2
ATP5F1A,NDUFS1
ATP5F1A,NDUFS2
ATP5F1A,NDUFS8
ATP5F1B,ATP5F1C
ATP5F1B,ATP5F1D
ATP5F1B,ATP5ME
ATP5F1B,ATP5PB
ATP5F1B,ATP5PD
ATP5F1B,ATP5PF
ATP5F1B,ATP5PO
ATP5F1B,COX6C
ATP5F1B,DAP3
ATP5F1B,DDX28
ATP5F1B,ECSIT
ATP5F1B,FASTKD5
ATP5F1B,LRPPRC
ATP5F1B,MARS2
ATP5F1B,MRPL18
ATP5F1B,MRPL2
ATP5F1B,MRPL20
ATP5F1B,MRPL21
ATP5F1B,MRPL23
ATP5F1B,MRPL24
ATP5F1B,MRPL28
ATP5F1B,MRPL32
ATP5F1B,MRPL35
ATP5F1B,MRPL37
ATP5F1B,MRPL38
ATP5F1B,MRPL41
ATP5F1B,MRPL46
ATP5F1B,MRPL47
ATP5F1B,MRPL53
ATP5F1B,MRPL57
ATP5F1B,MRPS11
ATP5F1B,MRPS16
ATP5F1B,MRPS18B
ATP5F1B,MRPS24
ATP5F1B,MRPS25
ATP5F1B,MRPS6
ATP5F1B,MTG2
ATP5F1B,NDUFA1
ATP5F1B,NDUFA10
ATP5F1B,NDUFA11
ATP5F1B,NDUFA2
ATP5F1B,NDUFA6
ATP5F1B,NDUFA8
ATP5F1B,NDUFAF7
ATP5F1B,NDUFB10
ATP5F1B,NDUFB11
ATP5F1B,NDUFB2
ATP5F1B,NDUFB3
ATP5F1B,NDUFB4
ATP5F1B,NDUFB5
ATP5F1B,NDUFB7
ATP5F1B,NDUFB8
ATP5F1B,NDUFB9
ATP5F1B,NDUFC1
ATP5F1B,NDUFC2
ATP5F1B,NDUFS1
ATP5F1B,NDUFS2
ATP5F1B,NDUFS5
ATP5F1B,NDUFS7
ATP5F1B,NDUFS8
ATP5F1B,NDUFV2
ATP5F1B,PRORP
ATP5F1B,TIMMDC1
ATP5F1B,TMEM242
ATP5F1B,UQCRC1
ATP5F1C,ATP5F1D
ATP5F1C,ATP5ME
ATP5F1C,ATP5PB
ATP5F1C,ATP5PF
ATP5F1C,FASTKD5
ATP5F1C,LRPPRC
ATP5F1C,MRPL21
ATP5F1C,MRPS6
ATP5F1C,NDUFA1
ATP5F1C,NDUFA10
ATP5F1C,NDUFA2
ATP5F1C,NDUFA8
ATP5F1C,NDUFB10
ATP5F1C,NDUFB8
ATP5F1C,NDUFS1
ATP5F1C,NDUFS2
ATP5F1C,NDUFS5
ATP5F1C,NDUFS8
ATP5F1C,PRORP
ATP5F1C,TMEM242
ATP5F1D,ATP5ME
ATP5F1D,ATP5PB
ATP5ME,ATP5PB
ATP5ME,ATP5PF
ATP5ME,C1QBP
ATP5ME,CARS2
ATP5ME,COA6
ATP5ME,COA7
ATP5ME,CYC1
ATP5ME,DDX28
ATP5ME,EARS2
ATP5ME,FOXRED1
ATP5ME,GATC
ATP5ME,GFM2
ATP5ME,GRSF1
ATP5ME,HARS2
ATP5ME,HSD17B10
ATP5ME,IBA57
ATP5ME,LARS2
ATP5ME,LRPPRC
ATP5ME,MALSU1
ATP5ME,MARS2
ATP5ME,MIPEP
ATP5ME,MRM2
ATP5ME,MRM3
ATP5ME,MRPL10
ATP5ME,MRPL12
ATP5ME,MRPL13
ATP5ME,MRPL14
ATP5ME,MRPL15
ATP5ME,MRPL16
ATP5ME,MRPL17
ATP5ME,MRPL18
ATP5ME,MRPL2
ATP5ME,MRPL20
ATP5ME,MRPL21
ATP5ME,MRPL23
ATP5ME,MRPL32
ATP5ME,MRPL33
ATP5ME,MRPL34
ATP5ME,MRPL38
ATP5ME,MRPL39
ATP5ME,MRPL41
ATP5ME,MRPL43
ATP5ME,MRPL46
ATP5ME,MRPL49
ATP5ME,MRPL53
ATP5ME,MRPL55
ATP5ME,MRPL57
ATP5ME,MRPS11
ATP5ME,MRPS12
ATP5ME,MRPS18B
ATP5ME,MRPS18C
ATP5ME,MRPS23
ATP5ME,MRPS24
ATP5ME,MRPS6
ATP5ME,MRPS9
ATP5ME,MTERF4
ATP5ME,MTG1
ATP5ME,MTG2
ATP5ME,MTPAP
ATP5ME,MTRF1L
ATP5ME,NDUFA1
ATP5ME,NDUFA10
ATP5ME,NDUFA11
ATP5ME,NDUFA6
ATP5ME,NDUFA8
ATP5ME,NDUFAF1
ATP5ME,NDUFAF3
ATP5ME,NDUFAF5
ATP5ME,NDUFAF7
ATP5ME,NDUFB10
ATP5ME,NDUFB11
ATP5ME,NDUFB2
ATP5ME,NDUFB4
ATP5ME,NDUFB6
ATP5ME,NDUFB7
ATP5ME,NDUFB8
ATP5ME,NDUFB9
ATP5ME,NDUFC1
ATP5ME,NDUFC2
ATP5ME,NDUFS1
ATP5ME,NDUFS2
ATP5ME,NDUFS5
ATP5ME,NDUFS8
ATP5ME,NDUFV2
ATP5ME,PET117
ATP5ME,POLG
ATP5ME,PRORP
ATP5ME,PTCD1
ATP5ME,TFB1M
ATP5ME,TIMMDC1
ATP5ME,TWNK
ATP5ME,YARS2
ATP5PB,ATP5PD
ATP5PB,ATP5PF
ATP5PB,ATP5PO
ATP5PB,ECSIT
ATP5PB,FASTKD5
ATP5PB,MRPL53
ATP5PB,MRPS18B
ATP5PB,NDUFA1
ATP5PB,NDUFA10
ATP5PB,NDUFA11
ATP5PB,NDUFA2
ATP5PB,NDUFA6
ATP5PB,NDUFA8
ATP5PB,NDUFB10
ATP5PB,NDUFB11
ATP5PB,NDUFB2
ATP5PB,NDUFB3
ATP5PB,NDUFB5
ATP5PB,NDUFB8
ATP5PB,NDUFC2
ATP5PB,NDUFS1
ATP5PB,NDUFS2
ATP5PB,NDUFS5
ATP5PB,NDUFS7
ATP5PB,NDUFS8
ATP5PB,NDUFV2
ATP5PB,TMEM242
ATP5PF,MRPL39
ATP5PF,NDUFA1
ATP5PF,NDUFB8
ATP5PF,NDUFC2
ATP5PF,NDUFS2
ATP6AP1,ATP6AP2
ATP6V1FNB,BECN2
ATP6V1FNB,BTNL2
ATP6V1FNB,C10orf143
ATP6V1FNB,C13orf42
ATP6V1FNB,C20orf204
ATP6V1FNB,CCDC154
ATP6V1FNB,CD207
ATP6V1FNB,CD24
ATP6V1FNB,CLDN34
ATP6V1FNB,COPG2
ATP6V1FNB,CSF2RA
ATP6V1FNB,CTXND1
ATP6V1FNB,CYFIP2
ATP6V1FNB,DEXI
ATP6V1FNB,DGKK
ATP6V1FNB,DOCK1
ATP6V1FNB,EXOC1L
ATP6V1FNB,FAM240A
ATP6V1FNB,FHAD1
ATP6V1FNB,FOXD1
ATP6V1FNB,KIF5C
ATP6V1FNB,KIZ
ATP6V1FNB,LOC389895
ATP6V1FNB,LOC730098
ATP6V1FNB,LRRC9
ATP6V1FNB,LY6L
ATP6V1FNB,MALRD1
ATP6V1FNB,MAP3K15
ATP6V1FNB,MEIOSIN
ATP6V1FNB,MISFA
ATP6V1FNB,MISP3
ATP6V1FNB,MYMX
ATP6V1FNB,MYRFL
ATP6V1FNB,NBDY
ATP6V1FNB,NFILZ
ATP6V1FNB,NPIPB11
ATP6V1FNB,OR2J1
ATP6V1FNB,OR51F1
ATP6V1FNB,OR52E5
ATP6V1FNB,OTOGL
ATP6V1FNB,P3R3URF
ATP6V1FNB,PADI6
ATP6V1FNB,PAPOLB
ATP6V1FNB,PCNX4
ATP6V1FNB,PHACTR1
ATP6V1FNB,PIEZO2
ATP6V1FNB,PLET1
ATP6V1FNB,PRAMEF17
ATP6V1FNB,PRR36
ATP6V1FNB,PRSS2
ATP6V1FNB,PRSS41
ATP6V1FNB,PYDC5
ATP6V1FNB,RAB44
ATP6V1FNB,RHBG
ATP6V1FNB,RIBC2
ATP6V1FNB,RNF227
ATP6V1FNB,SELENOF
ATP6V1FNB,SEMA3B
ATP6V1FNB,SHISA8
ATP6V1FNB,SLC35F4
ATP6V1FNB,SMAD5
ATP6V1FNB,SMIM26
ATP6V1FNB,SPATA1
ATP6V1FNB,TDRD15
ATP6V1FNB,TERF1
ATP6V1FNB,TMEM132C
ATP6V1FNB,TRIL
ATP6V1FNB,TRIM64C
ATP6V1FNB,TRIM66
ATP6V1FNB,UBTFL1
ATP6V1FNB,ZNF525
ATP6V1FNB,ZNF66
ATP6V1FNB,ZNF678
ATP6V1FNB,ZNF888
ATP6V1FNB,ZSCAN12
ATPAF2,GFM2
ATPAF2,GTPBP10
ATPAF2,MTG1
ATPAF2,NSUN4
ATPAF2,TFB1M
ATR,ATRIP
ATXN2L,LSM12
ATXN7,SUPT20H
ATXN7,TADA1
ATXN7,TADA2B
ATXN7,TAF5L
AURKAIP1,DAP3
AURKAIP1,MRPL20
AURKAIP1,MRPL41
AURKAIP1,MRPL47
AURKAIP1,MRPS18B
AURKAIP1,POLRMT
AURKAIP1,TFB2M
B3GALT6,B4GALT7
B3GALT6,EXT1
B3GALT6,EXT2
B3GALT6,EXTL3
B3GAT3,SLC35B2
B4GALT7,EXT1
B4GALT7,EXT2
B4GALT7,EXTL3
B4GALT7,SLC35B2
BAHCC1,C1orf167
BAHCC1,CDC14C
BAHCC1,CRLF2
BAHCC1,DHRSX
BAHCC1,FAM180B
BAHCC1,FAM205C
BAHCC1,GTPBP6
BAHCC1,H2BC12
BAHCC1,HIGD2B
BAHCC1,LOC112694756
BAHCC1,NLRC3
BAHCC1,PIK3R6
BAHCC1,POLDIP2
BAHCC1,PPP1R9B
BAHCC1,PRR20G
BAHCC1,SPEM3
BAHCC1,TTLL8
BAHCC1,TXNRD3
BAHCC1,UHRF1
BAHCC1,UNC93B1
BAHCC1,UQCRHL
BARD1,BRCA1
BCAP31,FITM2
BCAR1,CRKL
BCAR1,ILK
BCAR1,PTK2
BCS1L,CARS2
BCS1L,COA3
BCS1L,COA5
BCS1L,COA6
BCS1L,COA7
BCS1L,COQ2
BCS1L,COQ3
BCS1L,COQ4
BCS1L,COQ5
BCS1L,COQ7
BCS1L,COX10
BCS1L,COX11
BCS1L,COX14
BCS1L,COX15
BCS1L,COX16
BCS1L,COX4I1
BCS1L,COX5B
BCS1L,COX6B1
BCS1L,COX6C
BCS1L,COX7C
BCS1L,CYC1
BCS1L,CYCS
BCS1L,DAP3
BCS1L,DARS2
BCS1L,DDX28
BCS1L,EARS2
BCS1L,ECSIT
BCS1L,ERAL1
BCS1L,FARS2
BCS1L,FASTKD5
BCS1L,FOXRED1
BCS1L,GADD45GIP1
BCS1L,GATB
BCS1L,GATC
BCS1L,GFM1
BCS1L,GFM2
BCS1L,GLRX5
BCS1L,GRSF1
BCS1L,GTPBP10
BCS1L,GTPBP8
BCS1L,HARS2
BCS1L,HCCS
BCS1L,HSD17B10
BCS1L,IBA57
BCS1L,ISCA2
BCS1L,LARS2
BCS1L,LRPPRC
BCS1L,MALSU1
BCS1L,MARS2
BCS1L,MCAT
BCS1L,MRM2
BCS1L,MRM3
BCS1L,MRPL10
BCS1L,MRPL12
BCS1L,MRPL13
BCS1L,MRPL14
BCS1L,MRPL15
BCS1L,MRPL16
BCS1L,MRPL17
BCS1L,MRPL18
BCS1L,MRPL2
BCS1L,MRPL20
BCS1L,MRPL21
BCS1L,MRPL22
BCS1L,MRPL23
BCS1L,MRPL24
BCS1L,MRPL28
BCS1L,MRPL32
BCS1L,MRPL33
BCS1L,MRPL34
BCS1L,MRPL37
BCS1L,MRPL38
BCS1L,MRPL39
BCS1L,MRPL4
BCS1L,MRPL40
BCS1L,MRPL41
BCS1L,MRPL43
BCS1L,MRPL46
BCS1L,MRPL47
BCS1L,MRPL48
BCS1L,MRPL49
BCS1L,MRPL52
BCS1L,MRPL55
BCS1L,MRPL57
BCS1L,MRPL9
BCS1L,MRPS10
BCS1L,MRPS11
BCS1L,MRPS12
BCS1L,MRPS14
BCS1L,MRPS16
BCS1L,MRPS17
BCS1L,MRPS18B
BCS1L,MRPS2
BCS1L,MRPS22
BCS1L,MRPS23
BCS1L,MRPS24
BCS1L,MRPS25
BCS1L,MRPS26
BCS1L,MRPS33
BCS1L,MRPS6
BCS1L,MTERF4
BCS1L,MTG1
BCS1L,MTG2
BCS1L,NARS2
BCS1L,NDUFA1
BCS1L,NDUFA10
BCS1L,NDUFA11
BCS1L,NDUFA2
BCS1L,NDUFA6
BCS1L,NDUFA8
BCS1L,NDUFAF1
BCS1L,NDUFAF3
BCS1L,NDUFAF7
BCS1L,NDUFB10
BCS1L,NDUFB11
BCS1L,NDUFB2
BCS1L,NDUFB3
BCS1L,NDUFB4
BCS1L,NDUFB5
BCS1L,NDUFB6
BCS1L,NDUFB7
BCS1L,NDUFB8
BCS1L,NDUFB9
BCS1L,NDUFC1
BCS1L,NDUFC2
BCS1L,NDUFS1
BCS1L,NDUFS2
BCS1L,NDUFS5
BCS1L,NDUFS7
BCS1L,NDUFS8
BCS1L,NDUFV1
BCS1L,NDUFV2
BCS1L,NGRN
BCS1L,NSUN4
BCS1L,PARS2
BCS1L,PDSS2
BCS1L,PET117
BCS1L,POLG
BCS1L,POLG2
BCS1L,POLRMT
BCS1L,PRORP
BCS1L,PTCD1
BCS1L,PTCD3
BCS1L,QRSL1
BCS1L,RARS2
BCS1L,RPUSD4
BCS1L,RTN4IP1
BCS1L,SARS2
BCS1L,SCO1
BCS1L,SCO2
BCS1L,SDHA
BCS1L,SDHB
BCS1L,SLC25A26
BCS1L,SSBP1
BCS1L,SUPV3L1
BCS1L,TARS2
BCS1L,TFAM
BCS1L,TFB1M
BCS1L,TFB2M
BCS1L,TIMMDC1
BCS1L,TRUB2
BCS1L,TWNK
BCS1L,UQCRB
BCS1L,UQCRC1
BCS1L,UQCRC2
BCS1L,UQCRFS1
BCS1L,VARS2
BCS1L,WARS2
BCS1L,YARS2
BECN2,BTNL2
BECN2,C10orf143
BECN2,C11orf97
BECN2,C13orf42
BECN2,C17orf113
BECN2,C20orf204
BECN2,C2orf74
BECN2,C2orf81
BECN2,C8orf89
BECN2,CCDC154
BECN2,CCDC188
BECN2,CD207
BECN2,CLDN34
BECN2,CLEC19A
BECN2,COL6A5
BECN2,COPG2
BECN2,COPZ2
BECN2,CTXND1
BECN2,CYP4F8
BECN2,DBX1
BECN2,DEXI
BECN2,DGKK
BECN2,DNAH17
BECN2,DPP6
BECN2,EI24
BECN2,ERICH2
BECN2,EZHIP
BECN2,FAM240A
BECN2,FOXD1
BECN2,GLYATL1B
BECN2,GMCL2
BECN2,GSG1L2
BECN2,HSH2D
BECN2,INAFM2
BECN2,IQCA1L
BECN2,ITIH5
BECN2,IZUMO1R
BECN2,KLF18
BECN2,KRBA1
BECN2,KRTAP1-3
BECN2,LEUTX
BECN2,LOC389895
BECN2,LOC730098
BECN2,LRRC74B
BECN2,LRRC9
BECN2,MAGEL2
BECN2,MALRD1
BECN2,MEIOSIN
BECN2,MGAM2
BECN2,MISFA
BECN2,MISP3
BECN2,MROH2A
BECN2,MYMX
BECN2,MYORG
BECN2,NBDY
BECN2,NCBP2AS2
BECN2,NEURL3
BECN2,NPIPB11
BECN2,OR14A2
BECN2,OR14K1
BECN2,OR2J1
BECN2,OR4C5
BECN2,OR51F1
BECN2,OR56A5
BECN2,P3R3URF
BECN2,PADI6
BECN2,PAPOLB
BECN2,PARG
BECN2,PECAM1
BECN2,PHACTR1
BECN2,PLA2G2C
BECN2,PLET1
BECN2,PPP4R3C
BECN2,PRR36
BECN2,PRSS41
BECN2,RAB44
BECN2,RHBG
BECN2,RIBC2
BECN2,RNF187
BECN2,SBK3
BECN2,SELENOF
BECN2,SENP3
BECN2,SH2B2
BECN2,SHISA8
BECN2,SLC22A24
BECN2,SMAD5
BECN2,SMIM10L2B
BECN2,SMIM23
BECN2,SMIM32
BECN2,SMIM33
BECN2,SMIM38
BECN2,SPADH
BECN2,SPATA1
BECN2,SVOP
BECN2,TDRD15
BECN2,TERF1
BECN2,TEX13C
BECN2,TEX52
BECN2,TMEM132C
BECN2,TMEM272
BECN2,TMEM275
BECN2,TRIL
BECN2,TRIM64C
BECN2,TVP23C
BECN2,UBTFL1
BECN2,WDR64
BECN2,WNK2
BECN2,XKR5
BECN2,ZNF274
BECN2,ZNF525
BECN2,ZNF678
BECN2,ZNF738
BECN2,ZSCAN26
BICRA,BRD9
BICRA,SMARCD1
BIRC2,TRAF2
BIRC6,KCMF1
BIRC6,UBA6
BIRC6,UBR4
BLTP2,WDR44
BRAF,MAPK1
BRAF,SOX10
BRAT1,WDR73
BRCA2,PALB2
BRD3OS,C4orf50
BRD3OS,CDC14C
BRD3OS,DPEP2NB
BRD3OS,FBLL1
BRD3OS,INPP5D
BRD3OS,KCNJ12
BRD3OS,PIK3R6
BRD3OS,PPP1R9B
BRD3OS,PVALEF
BRD3OS,SPPL2B
BRD3OS,ZBED1
BRD9,SMARCD1
BRIP1,FANCD2
BRIP1,FANCI
BRIP1,FANCL
BRIP1,UBE2T
BRK1,NCKAP1
BRPF1,KAT6A
BTBD19,EFCAB10
BTBD19,HIGD2B
BTBD19,LOC400499
BTBD19,LRRC53
BTBD19,MARCOL
BTBD19,MSANTD5
BTBD19,OPLAH
BTBD19,OR56A4
BTBD19,OVOL3
BTBD19,SMIM34
BTBD19,TMEM225B
BTBD19,TXNRD3
BTBD19,ZFTRAF1
BTBD19,ZNF735
BTNL2,C10orf143
BTNL2,C13orf42
BTNL2,C20orf204
BTNL2,CCDC154
BTNL2,CD207
BTNL2,CFAP97D2
BTNL2,CLDN34
BTNL2,COPG2
BTNL2,CSF2RA
BTNL2,CTXND1
BTNL2,CYFIP2
BTNL2,DCDC2C
BTNL2,DEXI
BTNL2,DOCK1
BTNL2,EXOC1L
BTNL2,FAM240A
BTNL2,FHAD1
BTNL2,FOXD1
BTNL2,FTCDNL1
BTNL2,ITIH5
BTNL2,KIZ
BTNL2,KRTAP1-3
BTNL2,LOC389895
BTNL2,LRRC9
BTNL2,MALRD1
BTNL2,MEIOSIN
BTNL2,MISFA
BTNL2,MYMX
BTNL2,NBDY
BTNL2,NFILZ
BTNL2,NPIPB11
BTNL2,NR2E3
BTNL2,OR10D3
BTNL2,OR14K1
BTNL2,OR2J1
BTNL2,OR51F1
BTNL2,OR52E5
BTNL2,OR56A5
BTNL2,OR8G1
BTNL2,P3R3URF
BTNL2,PADI6
BTNL2,PAPOLB
BTNL2,PCNX4
BTNL2,PHACTR1
BTNL2,PLA2G2C
BTNL2,PLCXD1
BTNL2,PRR36
BTNL2,PRSS2
BTNL2,PRSS41
BTNL2,RIBC2
BTNL2,SENP3
BTNL2,SHISA8
BTNL2,SLC35F4
BTNL2,SMAD5
BTNL2,SMIM10L2B
BTNL2,SMIM26
BTNL2,SMIM33
BTNL2,SMIM41
BTNL2,SPATA1
BTNL2,SPON1
BTNL2,TDRD15
BTNL2,TERF1
BTNL2,TLE7
BTNL2,TMEM132C
BTNL2,TRIL
BTNL2,UBTFL1
BTNL2,WDR64
BTNL2,ZNF525
BTNL2,ZNF678
BTNL2,ZNF738
BTNL2,ZNF888
BTNL2,ZSCAN12
C10orf143,C13orf42
C10orf143,C20orf204
C10orf143,CCDC154
C10orf143,CCDC188
C10orf143,CLEC19A
C10orf143,COL6A5
C10orf143,CTXND1
C10orf143,DBX1
C10orf143,DNAH17
C10orf143,EI24
C10orf143,FAM240A
